ID,Sex,Status,Children,Est_Income,Car_Owner,Usage,Age,RatePlan,LongDistance,International,Local,Dropped,Paymethod,LocalBilltype,LongDistanceBilltype,CHURN
550,1,1,2,28220.8,0,38.95,38.766667,4,26.49,0,12.46,0,1,0,0,Cancelled
552,1,0,0,28589.1,0,100.28,15.6,4,13.19,0,87.09,0,1,0,0,Cancelled
554,1,1,2,5237.63,0,78.02,48.753333,1,13.32,8.05,56.64,0,1,1,0,Current
557,0,0,2,89459.9,0,36.05,53.28,3,11.54,1.61,22.9,0,1,0,0,Cancelled
560,1,0,1,13576.5,0,40.49,39.426667,4,14.83,0,25.66,0,1,1,0,Cancelled
561,1,0,0,81710.9,0,36.42,58.54,4,20.95,0,15.46,1,1,0,0,Current
564,1,1,2,67388,0,96.33,53.12,3,4.79,0.5,91.04,1,1,1,0,Cancelled
565,1,1,1,57063,1,98.1,52.333333,4,16.79,0,81.3,0,2,1,0,Current
566,1,1,2,84166.1,0,15.02,54.013333,1,3.28,0,11.74,1,1,1,0,Cancelled
572,1,0,1,7737.94,0,61.9,42.666667,2,11.05,0,50.84,0,1,0,0,Cancelled
573,0,0,2,100020,0,314.62,48,4,21.37,0,293.24,0,2,1,0,Cancelled
574,1,1,2,45287.6,1,2.97,29.026667,3,0,0,2.97,0,1,1,0,Current
575,1,1,2,59613.1,0,175.78,34.32,2,12.37,0,163.41,0,1,1,1,Cancelled
577,1,0,1,16326.7,0,1.34,50.613333,2,0,0,1.34,0,1,0,1,Cancelled
580,1,0,2,9559.78,0,77.91,51.38,3,18.31,0,59.59,0,1,0,0,Cancelled
583,1,1,2,42031.8,0,59.78,50.753333,3,20.45,0,39.33,0,2,1,1,Current
585,1,1,2,83284.1,1,35.96,28.42,3,26.91,0,9.04,0,3,0,1,Current
586,0,1,1,39229.1,0,47.1,26.26,4,28.82,4.74,13.53,0,1,1,1,Current
587,1,2,1,68427.4,0,73.81,42.393333,4,23.76,0,50.05,0,3,0,0,Current
589,0,0,0,3601.71,0,125.6,49.266667,1,9.57,4.19,111.84,0,3,1,1,Current
591,1,0,0,98716.3,0,43.13,55.66,4,20.97,8.23,13.92,0,1,0,0,Current
592,1,0,2,66182.7,1,58.87,62.48,2,11.7,0,47.17,0,3,1,0,Current
593,1,0,2,84789.3,0,33.47,50.433333,4,14.22,8.8,10.45,0,2,0,0,Cancelled
595,1,1,2,35976.5,1,50.63,48.853333,4,18.85,0,31.78,0,3,0,1,Cancelled
596,1,1,0,32703.1,1,72.89,64.92,4,16.8,0,56.09,0,1,1,1,Current
598,1,1,2,8204.72,0,39.79,52.973333,4,15.59,0,24.19,0,2,0,0,Current
599,0,1,1,97180.4,0,63.51,50.6,4,8.21,9.63,45.66,0,2,0,0,Cancelled
601,1,0,2,38280,0,86.61,33.74,4,11.64,0,74.97,0,3,0,1,Cancelled
602,0,0,0,64136.6,1,142.37,61.106667,2,16.21,1,125.15,0,1,0,1,Cancelled
604,1,1,2,45429.7,1,97.74,61.713333,3,24.7,0,73.04,0,2,0,0,Cancelled
606,1,0,0,25285.5,0,21.3,53.986667,4,9.37,0,11.93,0,1,0,0,Cancelled
607,1,1,2,77551.1,1,62.42,33.6,3,20.53,0,41.89,1,1,1,1,Current
608,1,1,0,38538.4,0,47.66,12.326667,3,22.86,8.32,16.48,0,1,0,0,Cancelled
609,1,0,0,69350.5,1,27.86,57.42,4,1.9,0,25.95,0,1,0,0,Cancelled
616,0,0,2,43634.5,0,143.5,21.78,4,29.44,9.42,104.64,0,1,1,0,Cancelled
620,1,0,1,13109.1,0,62.87,62.606667,4,22.38,0,40.48,0,3,1,0,Cancelled
621,0,0,1,92647.5,0,32.13,56.046667,4,16.04,5.74,10.34,0,1,1,0,Cancelled
622,0,0,2,21021.6,1,14.95,62.753333,2,3.75,0,11.19,0,1,1,0,Current
623,0,0,0,74460.7,1,206.46,55.34,3,25.53,0.99,179.93,0,1,0,0,Cancelled
626,1,0,2,28787.4,0,86.06,41.666667,3,27.97,0,58.09,0,3,1,0,Cancelled
629,0,1,1,13091.6,0,43.06,59.126667,3,22.79,0,20.26,0,1,1,1,Current
632,1,1,2,62061.8,1,82.08,45.92,4,29.86,0,52.22,0,3,0,0,Current
633,1,1,1,20550.9,1,85.64,22.12,4,27.72,0.86,57.06,0,1,1,0,Cancelled
636,0,1,2,1765.41,0,47.99,18.766667,1,3.04,0,44.95,0,1,0,0,Current
639,1,0,2,19131.1,0,57.07,56.186667,1,22.15,0,34.91,0,3,1,0,Current
645,0,1,2,42750.3,1,134.97,50.493333,2,20.59,1.97,112.4,0,3,1,1,Current
647,1,0,2,2842.55,0,0.79,45.92,4,0,0,0.79,0,3,1,1,Current
648,0,1,2,22358.1,0,29.25,52.626667,3,15.54,1.52,12.19,0,1,1,0,Current
650,0,1,0,47870.8,1,13.82,27.26,2,2,1.17,12.48,0,1,0,0,Current
651,1,0,2,6440.46,1,49.86,41,2,22.66,0,27.2,0,2,1,0,Current
652,1,0,0,7325.5,0,190.06,36.92,2,28.52,0,161.54,0,1,0,1,Cancelled
654,0,1,2,28766.9,0,64.2,46.84,4,6.11,0,58.08,0,1,1,0,Current
656,0,1,1,5252.29,0,19.73,16.333333,2,2.65,0,17.08,1,3,1,0,Current
660,0,1,2,91272.2,1,40,25.033333,3,26.99,0,13.01,0,1,0,0,Current
666,0,0,0,69000,1,137,52.266667,4,11.63,9.7,115.66,1,1,0,1,Cancelled
670,0,1,2,1406.05,1,26.72,19.306667,3,11.55,0,15.17,0,1,1,0,Current
672,1,0,0,73228.3,0,50.58,43,2,22.47,0,28.11,0,3,1,0,Current
673,1,0,2,76231.9,0,152.76,63.806667,4,2.01,0,150.75,0,3,0,0,Current
678,0,1,1,64792.3,0,51.41,52.146667,1,13.05,1.51,36.84,0,2,0,0,Cancelled
681,1,0,0,93322.1,1,38.72,40.313333,1,29.92,0,8.79,0,2,1,1,Cancelled
686,0,1,1,63437.3,0,14.98,63.653333,3,0.68,3.35,10.94,0,1,1,1,Cancelled
690,0,1,2,49910.7,1,51.14,51.52,1,27.42,0,23.72,0,1,1,0,Current
692,0,1,0,76161.4,1,37.55,44.573333,3,11.96,0,25.58,0,1,0,0,Cancelled
693,1,1,2,55860,1,26.37,14.573333,4,16.01,0,10.35,0,1,0,1,Current
694,1,0,1,12686,0,103.88,64.8,1,23.23,0,80.64,0,3,1,0,Cancelled
702,0,1,2,57360.8,1,67.61,53.253333,2,10.36,0,57.25,0,1,0,0,Current
703,0,1,1,92414.7,1,40.06,45.513333,4,29.43,0,10.62,0,1,0,0,Cancelled
704,0,1,1,60102.7,0,72.29,42.14,4,9.84,0,62.44,1,2,0,0,Cancelled
706,1,1,2,17888.7,0,361.88,43,4,29.41,0,332.46,0,1,1,0,Current
707,1,0,1,12526.3,0,40.59,53.553333,1,11.72,0,28.86,0,1,0,1,Cancelled
710,1,0,2,14578.8,1,107.02,60.933333,1,11.91,0,95.1,0,3,1,0,Current
713,0,1,0,78572.2,1,51.09,42.346667,3,21.81,0,29.28,1,1,0,0,Cancelled
714,0,1,1,3933.74,0,57.67,17.86,2,9.75,0,47.91,0,1,1,1,Cancelled
715,1,1,2,48238.8,0,191.32,34.706667,1,23.28,0,168.03,0,1,0,0,Current
717,1,1,0,28770.9,0,49.6,12.34,3,27.99,5.32,16.27,0,2,0,0,Current
718,1,1,2,87578.2,1,22.44,53.366667,2,0.29,0,22.15,0,1,1,0,Current
719,1,1,2,86695.4,0,58.03,13.906667,2,25.94,0,32.09,0,1,0,0,Current
721,1,0,2,76791.2,0,43.71,47,1,20.71,0,23,0,1,1,1,Current
725,1,0,0,30763.8,1,57.17,14.193333,4,21.32,0,35.85,0,1,1,0,Cancelled
726,1,1,2,3193.6,0,118.82,54.046667,3,4.19,0,114.62,1,2,1,0,Current
730,1,1,0,83287,0,119.82,56.193333,4,29.64,0,90.18,4,3,0,1,Cancelled
731,0,0,1,2056.06,1,58.8,18.94,4,24.07,6.98,27.75,0,3,1,0,Cancelled
732,1,1,2,7776.6,0,94.2,35.706667,3,25.87,0,68.33,0,1,0,0,Current
733,0,1,1,2067.82,0,85.9,47.853333,2,15.25,0,70.65,0,1,1,1,Current
734,0,0,0,77000,0,20.74,63.353333,3,4.58,7.66,8.49,0,1,1,0,Cancelled
736,1,1,2,69343.3,0,21.91,42.166667,2,6.36,0,15.54,0,1,0,0,Current
737,1,1,0,83287,0,24.46,44,2,0.57,0,23.89,2,3,1,0,Current
740,1,1,0,14932.5,0,11.42,46,2,4.91,0,6.5,0,1,1,1,Current
741,1,0,0,27498.1,0,12.08,52.646667,4,2.2,0,9.88,0,1,1,1,Current
743,1,1,2,21419.9,0,129.51,59.833333,1,26.39,0,103.12,0,1,0,0,Current
744,1,1,2,30665.2,1,77.44,22.88,4,5.83,8.32,63.28,0,3,0,0,Current
745,1,1,1,70000,1,37.04,67,2,6.08,0,30.95,0,3,0,1,Current
746,1,1,2,50561.3,0,129.91,46,2,16.6,0,113.31,1,2,1,0,Current
748,1,0,2,23464,1,64.14,61,3,22.43,0,41.71,0,1,1,1,Current
749,1,1,2,194.57,0,67.21,47,2,28.26,0,38.95,0,1,0,0,Current
750,1,1,1,98680.4,1,26.44,46,4,17.58,0,8.85,0,2,0,1,Current
751,0,1,0,65619.7,1,158.22,52.646667,2,13.56,0,144.66,0,1,1,0,Cancelled
752,1,1,1,95620.3,1,104.53,47,4,10.91,0,93.61,0,1,1,0,Current
753,1,0,0,85275,0,174.09,62,1,22.48,0,151.61,0,3,0,1,Current
754,1,1,1,66921.4,1,24.67,46,1,15.7,0,8.97,0,1,0,1,Current
755,1,1,1,98453.6,1,25.38,70,4,13.72,0,11.65,0,3,0,0,Current
756,1,1,2,94026.8,1,35.63,27.746667,2,25,0,10.62,0,1,0,1,Current
758,1,0,2,57420,1,277.72,55,4,25.18,0,252.53,1,3,1,0,Current
759,0,1,0,66666,0,34.35,45.486667,1,3.93,3.73,26.69,1,1,0,0,Cancelled
761,0,1,2,47639.1,0,57.11,41,4,17.48,0,39.62,0,1,1,1,Current
762,1,1,2,63234.5,1,1.16,52.36,4,0,0,1.16,0,2,0,1,Current
766,1,1,2,18296.4,1,10.47,42.626667,4,0.08,0,10.39,0,1,0,0,Current
767,1,0,0,39461,0,126.68,22.226667,1,22.87,0.28,103.52,1,1,0,0,Cancelled
769,1,0,1,70000,0,86.12,56.193333,1,22.82,0,63.29,0,3,0,0,Current
771,0,1,1,47371,1,270.97,54.96,4,4.98,7.69,258.29,0,1,1,1,Current
772,1,1,2,52957,1,151.32,39.746667,4,25.79,0,125.52,2,2,0,0,Current
773,1,0,2,86747.1,0,57.4,64.853333,4,20.15,0,37.24,0,3,1,0,Current
775,1,1,1,87404.6,0,160.84,63.186667,2,21.63,0,139.2,0,3,1,0,Current
777,1,1,2,85394,1,35.69,20.16,2,19.28,2.02,14.38,1,3,1,1,Current
778,1,0,0,2121.36,0,38.8,39.786667,3,2.02,0,36.78,1,1,0,0,Cancelled
779,1,1,2,63566.1,1,73.03,56.3,4,7.94,0,65.09,0,2,1,1,Current
782,1,0,0,89813.6,0,166.18,12.846667,4,14.94,1.96,149.26,0,1,0,1,Current
783,1,1,2,25738.4,0,48.67,50.08,1,19.88,9.57,19.2,0,2,1,0,Current
784,1,1,2,82644.2,1,41.85,33.493333,2,21.97,0,19.88,0,1,0,1,Current
785,1,0,1,27783.6,0,29.58,14.04,2,4.97,6.53,18.07,0,1,0,0,Cancelled
788,1,1,2,60485.5,0,40.41,41.666667,3,11.7,0,28.7,0,3,1,1,Current
791,1,1,2,809.43,1,2.89,31.913333,4,0,0,2.89,0,2,0,1,Current
792,0,0,1,76529.8,0,43.89,58.28,4,18.46,5.36,20.05,0,1,1,0,Current
793,1,1,2,34577.7,0,145.75,63.253333,4,29.18,0,116.57,3,2,1,0,Current
795,1,1,0,66666,0,73.02,67,1,27.56,0,45.46,0,3,1,0,Current
796,1,0,2,19008.4,1,147.74,52.166667,4,10.54,0,137.19,0,1,0,0,Current
797,1,1,0,98056.3,0,150.67,55.966667,1,23.7,0,126.96,0,3,0,0,Current
798,0,1,0,80000,1,2.21,53.213333,1,0,0,2.21,0,2,1,0,Cancelled
800,0,1,0,78894.2,0,46.65,52.74,3,2,1.41,43.23,0,2,1,1,Cancelled
801,0,0,1,16432.1,1,109.78,20.92,4,20.41,8.89,80.47,0,2,1,1,Cancelled
802,0,0,1,62797.9,0,68.09,32,2,8.32,4.28,55.48,0,2,1,1,Current
803,0,0,1,71329.9,1,63.75,42.233333,3,14.27,3.55,45.92,0,1,1,0,Cancelled
807,1,0,0,20913.6,0,95.93,53.013333,1,22.99,7.16,65.77,0,1,0,0,Cancelled
810,1,0,1,540.4,1,20.1,39.213333,3,12.34,0,7.75,0,3,1,1,Cancelled
814,0,1,2,67339.8,0,81.72,17.006667,3,27.83,5.19,48.69,0,1,0,1,Current
816,0,1,1,75799.9,0,94.06,46.38,2,22.24,7.02,64.8,0,1,0,1,Cancelled
817,1,0,2,15688.5,0,22.42,53.06,3,14.39,0,8.03,0,1,1,0,Current
818,1,0,0,43382.3,0,138.37,16.073333,3,29.67,8.76,99.94,0,2,0,0,Cancelled
820,1,0,0,5185.31,0,52.9,62.053333,4,16.39,5.99,30.51,0,1,0,1,Cancelled
821,1,2,1,13011.4,0,134.45,16.06,3,26.01,0,108.44,0,1,1,0,Current
822,1,0,0,35000,0,106.53,22.433333,4,22.96,8.28,75.27,0,2,1,1,Cancelled
824,1,1,2,80087.7,0,31.56,41.92,3,8.74,0,22.82,0,1,0,0,Current
825,1,1,2,59691.3,0,278.65,38.04,1,21.94,0,256.7,0,1,1,0,Current
827,1,0,2,11251.1,1,141.91,52,4,28.42,0,113.48,0,1,0,0,Current
829,0,1,1,70908.7,0,55.47,49.62,1,7.7,4.55,43.2,0,1,0,0,Cancelled
830,0,0,0,94928.3,0,93.78,40.18,1,14.42,5.61,73.74,0,1,0,0,Cancelled
832,1,1,2,50622.3,0,112.72,40.46,3,20.45,2.07,90.19,0,3,0,0,Current
834,0,1,0,100020,1,39.32,52.266667,4,16.2,4.27,18.84,0,1,0,1,Cancelled
838,0,1,0,65000,1,92.37,52.266667,1,29.55,0,62.81,0,2,1,0,Cancelled
840,1,0,2,93559.1,0,31.42,57.62,4,1.52,0,29.9,0,1,1,0,Current
841,1,1,1,56722.8,0,74.77,60.593333,4,17.37,6.21,51.17,0,1,0,0,Cancelled
843,0,1,1,120000,0,3.22,53.213333,1,0,0,3.22,0,1,1,1,Cancelled
844,1,0,2,3416.62,1,123.7,22.76,1,18.97,0,104.73,0,1,1,0,Current
845,1,1,0,78000,1,10.39,55.633333,3,0.17,0,10.22,0,3,1,0,Current
846,0,1,0,73400,1,40.9,53.213333,2,15.27,0,25.62,0,1,0,0,Cancelled
847,1,1,2,8032.16,0,88.77,45.666667,3,29.68,0,59.08,0,1,0,0,Current
848,1,2,1,93454.3,1,44.13,48.533333,2,18.94,0,25.18,0,3,0,0,Current
849,0,1,0,5745,1,44.11,15.38,1,26.4,0,17.71,0,1,0,0,Cancelled
850,1,0,0,77000,0,215.96,58.56,2,0.41,7.35,208.19,0,3,1,0,Current
851,1,0,0,92564.1,1,74.86,49.133333,3,23.17,0,51.68,0,3,0,0,Current
853,0,0,0,68000,1,90.25,49,3,4.91,3.14,82.19,0,2,1,1,Cancelled
855,1,1,2,48322.5,1,50.29,49.333333,2,6.69,0,43.6,0,1,0,0,Current
857,0,0,2,78373.5,0,199.91,35.346667,2,6.97,8.91,184.02,0,3,1,0,Current
858,1,1,2,81913.8,1,53.03,49.66,3,6.7,0,46.33,0,1,0,0,Current
861,1,0,0,919.93,0,120.71,38.26,4,27.28,0,93.42,0,2,1,0,Cancelled
862,1,1,2,69486.8,0,17.11,30.946667,3,7.72,0,9.39,1,1,1,0,Current
863,1,1,2,24482.8,0,2,33.533333,4,0,0,2,0,2,1,1,Cancelled
865,1,1,0,14573.6,0,263.58,64.606667,4,26.61,0,236.97,0,1,1,0,Current
866,1,1,2,92103.8,0,14.86,52.153333,4,7.42,0,7.43,0,1,1,0,Current
867,1,0,2,8392.14,1,87.16,36.68,1,25.03,7.33,54.8,0,2,1,1,Cancelled
868,1,0,0,17138.2,0,104.69,63.786667,2,20.01,0,84.67,0,1,0,1,Cancelled
870,1,1,2,47010.1,0,167.31,57.406667,2,2.54,0,164.76,0,1,1,1,Current
872,1,0,0,67239.4,0,66.7,44.433333,1,12.89,0,53.81,0,3,0,1,Current
873,0,1,1,69406.7,1,142.23,38,2,6.9,7.21,128.1,1,1,0,0,Current
875,1,1,2,83259.3,0,4.46,50.88,1,0,0,4.46,0,1,1,0,Current
878,0,1,1,20818.5,0,63.28,12.68,2,9.13,6.29,47.85,0,3,0,0,Cancelled
882,1,1,2,2185.6,0,28.07,52.513333,1,7.12,0,20.95,1,2,1,0,Current
884,0,1,1,76511.3,0,42.52,62.08,2,21.68,3.46,17.37,0,1,0,0,Cancelled
886,1,1,1,34555,0,34.61,23,4,25.77,0,8.84,0,2,0,0,Cancelled
887,1,1,2,11234.7,1,113.42,49.046667,2,0.69,0,112.72,0,1,1,0,Current
889,1,1,2,36660.9,1,3.36,39.96,3,0,0,3.36,1,2,1,1,Current
891,1,1,2,68462.8,0,90.84,34.4,1,24.39,5.93,60.51,0,1,0,0,Current
894,1,1,2,72841.3,0,82.53,47.02,2,10.36,0,72.16,0,1,1,0,Current
895,1,1,2,63670.8,1,78.87,46.146667,3,27.39,0,51.47,0,3,0,0,Current
896,0,0,0,80000,0,70.7,41,3,29.73,5.24,35.73,0,1,1,0,Cancelled
897,1,0,1,83287,1,120.53,47,3,20.44,0,100.08,0,3,1,0,Current
898,0,1,0,12387.6,0,93.85,56.173333,2,2,0,65.93,0,3,0,0,Current
900,1,1,1,82931.3,0,137.25,64.64,1,19.24,0,118,0,3,0,0,Current
901,1,1,2,57483.9,0,44.3,44.026667,3,17.01,0,27.29,0,2,1,0,Current
903,1,0,2,21274,0,43.31,45.526667,4,10.87,0,32.43,0,3,0,0,Cancelled
904,1,1,2,28267,0,214.41,30.093333,2,21.87,0,192.53,0,1,0,0,Current
906,1,1,2,36725.1,0,94.88,55.793333,3,8.65,9.22,77,0,2,1,0,Current
910,0,0,1,94188.3,0,41.51,57.546667,4,20.86,0.86,19.78,0,1,1,0,Cancelled
913,1,1,2,91861,1,22.06,41.98,2,15.32,0,6.74,0,1,1,0,Current
916,1,0,1,12374.9,1,123.59,33.493333,1,17.49,0,106.1,0,3,0,0,Current
917,1,1,2,69133.9,1,46.32,26.833333,1,8.58,0,37.73,0,2,0,0,Cancelled
919,1,1,2,84948,1,23.73,29.446667,3,11.14,0,12.58,0,2,0,1,Current
920,1,1,2,30998.8,0,52.91,40.96,3,2.4,0,50.5,0,3,1,0,Current
926,0,2,1,21416.5,0,27.61,35.653333,2,9.9,9.17,8.53,0,1,0,1,Current
930,0,0,1,78554.2,0,35.88,16.7,2,5.59,7.26,23.03,0,3,1,0,Current
931,0,0,1,3960.5,0,96.13,14.693333,2,29.78,0,66.35,0,3,0,0,Cancelled
933,0,1,0,60101.1,1,157.96,63.766667,2,27.7,6.11,124.14,2,2,0,0,Cancelled
934,1,1,2,38215.9,0,0.97,30.886667,4,0,0,0.97,0,3,1,0,Current
935,1,1,1,13829.4,0,176.61,20,1,29,0,160.42,0,1,0,0,Cancelled
936,1,1,2,49745.3,0,27.28,47.966667,2,2.84,0,24.44,0,2,1,1,Cancelled
938,1,1,2,88427,0,69.97,13.86,2,22.46,4.16,43.34,0,1,1,0,Current
939,1,1,2,98003.7,1,84.42,26.273333,3,1.03,0,83.39,0,1,0,1,Current
940,0,0,0,89142.7,0,16.91,53.693333,4,3.76,8.13,5.01,0,1,1,1,Cancelled
941,1,0,0,74530.8,0,127.89,63.086667,3,20.89,0.49,106.5,0,3,0,1,Current
943,1,0,0,40120,0,265.78,22,3,30,0,262.91,0,1,1,0,Cancelled
948,1,1,2,76289.2,0,104.63,48.206667,3,22.2,0,82.43,0,1,1,1,Current
950,0,1,1,66931.9,0,17.46,63.933333,3,11.72,0.39,5.35,0,1,1,0,Cancelled
951,1,2,0,40120,1,108.3,21,2,40,0,99.73,0,1,0,0,Cancelled
952,1,1,1,40120,0,48.08,22,4,26,0,26.78,0,3,0,1,Cancelled
953,1,0,0,40120,0,168.28,24,3,27,0,154.77,0,1,1,1,Cancelled
954,1,0,0,40120,0,65.79,24,2,26,0,61.44,0,1,1,0,Cancelled
955,1,0,2,42000,0,41.78,23,4,33,0,35.73,0,3,1,0,Cancelled
956,1,0,0,40120,0,23.52,20,4,33,0,9.51,0,3,1,1,Cancelled
957,1,0,2,40120,0,62.95,22,2,37,2.22,38.18,0,1,0,0,Cancelled
958,1,0,1,40120,0,134.75,21,1,28.45,0,106.3,0,1,1,0,Cancelled
962,1,1,2,90271.6,0,110.4,44.926667,1,13.96,0,96.43,0,1,0,0,Current
967,1,1,2,64816.6,1,27.87,31.126667,4,21,0,6.87,0,1,1,0,Cancelled
968,1,1,2,98217.1,0,42.74,44.98,4,29.49,0,13.24,0,1,0,0,Current
970,1,0,1,2929.13,0,102.23,53.506667,1,14,0,88.23,0,2,1,1,Cancelled
972,1,1,2,41876.6,1,139.44,44.093333,4,6.78,0,132.65,0,1,0,0,Current
973,0,1,0,96223.4,1,18.18,64.76,3,11.81,0.63,5.73,0,1,0,0,Cancelled
974,1,0,0,15989.3,0,29.17,61.693333,3,3.67,0,25.49,1,1,1,1,Cancelled
975,0,1,0,69168.4,1,234.91,62.426667,3,14.16,6.01,214.73,0,1,1,0,Cancelled
976,0,1,1,92148.5,1,113.68,38,2,2,0,100.9,0,1,1,1,Current
977,0,1,0,96681,1,73.76,19.76,2,2,7.66,40.92,0,1,1,0,Current
978,0,0,0,62705.9,1,33.44,39,2,2,0,6.81,0,1,0,1,Current
979,0,0,0,80221.2,0,50.48,29.026667,2,2,0,49.56,0,3,0,0,Current
980,0,0,0,84479.2,0,56.23,28,2,2,0,43.01,0,1,0,0,Current
981,1,1,2,64977.4,0,45.77,38.193333,3,28.11,0,17.66,0,1,0,0,Current
982,1,1,0,77994,0,102.02,50.553333,1,12.4,0,89.62,0,2,0,0,Current
983,0,1,2,90103.7,0,66.45,34.946667,4,12.23,8.87,45.34,0,1,1,1,Current
984,1,1,0,59008.4,1,31.59,30.18,1,12.86,0,18.73,0,1,1,0,Cancelled
985,0,1,2,5265.35,0,31.1,52.873333,3,2.33,5.3,23.46,0,3,1,1,Current
986,0,0,1,84978.1,0,88.79,21.64,2,5.03,7.68,76.07,0,2,0,1,Current
987,1,1,2,36647.9,0,107.38,49.986667,4,21.41,0,85.96,0,1,1,1,Current
988,1,0,0,64319.2,0,40.16,41.226667,1,3.01,0,37.15,0,2,1,1,Cancelled
989,1,0,1,73338,0,29.93,48.246667,2,20.92,0,9.01,0,3,1,1,Current
990,1,0,0,433.74,0,44.22,60.746667,2,3.3,0,40.91,0,1,0,0,Cancelled
991,1,1,2,16962.2,0,27.57,45.36,2,18.6,0,8.96,0,1,1,0,Current
993,0,1,2,10708.3,0,142.95,26.026667,1,20.83,4.85,117.26,0,2,1,1,Current
996,1,1,0,2031.61,0,109.04,20.3,1,21.64,0,87.4,0,1,1,0,Cancelled
1000,1,0,2,16938.5,0,22.11,52,3,13.35,0,8.76,0,2,0,0,Current
1003,1,1,0,55221,0,15.69,43,1,0.49,0,15.2,0,1,0,0,Current
1004,1,1,1,8073.11,0,89.05,46,4,28.7,0,60.35,0,3,0,0,Current
1005,0,1,0,95448.6,1,29.46,53.68,4,24.24,0,5.21,0,2,1,0,Current
1006,0,0,1,24141.5,1,125.87,17.006667,1,28.82,0,97.05,0,1,0,0,Cancelled
1007,0,0,2,63152.6,1,70.01,63.173333,1,29.93,0,40.07,0,1,1,1,Cancelled
1008,0,0,1,31952,0,4.87,34.266667,2,0,0,4.87,2,1,1,0,Current
1009,0,0,2,72084.7,0,38.13,55.64,2,29.11,0,9.02,0,1,1,1,Current
1010,1,0,0,42760.5,0,53.7,47,4,13.47,0,40.23,0,1,1,0,Current
1011,1,0,1,49072,0,34.25,48,3,23.5,0,10.74,0,3,1,1,Current
1012,1,1,0,27371.8,1,142.7,52.646667,3,16.14,0,126.55,0,1,0,0,Current
1016,0,1,1,71472.9,0,130.22,41.913333,1,16.02,0,114.2,0,2,1,0,Cancelled
1017,1,1,0,95405.7,0,13.96,48,3,7.74,0,6.21,0,1,1,0,Current
1018,1,0,0,95786.8,1,108.79,52.646667,1,21.33,0,87.46,0,1,1,0,Current
1020,0,0,0,90321.6,0,12.39,55.113333,3,0.87,0,11.52,0,1,0,1,Cancelled
1021,0,2,1,90478.6,0,154.49,54.553333,4,18.02,0,136.47,0,1,0,0,Cancelled
1022,1,1,2,56187,0,21.83,43,3,8.09,0,13.74,0,2,1,0,Current
1023,0,1,1,28313.1,0,13.63,20.893333,2,6.89,0,6.74,0,1,1,0,Current
1025,1,0,1,41000,0,229.64,24.393333,2,23.56,0,206.08,0,1,1,1,Cancelled
1030,0,1,2,29616,0,75.29,49.426667,4,29.78,0,45.5,0,2,0,0,Current
1032,0,1,0,19732.8,0,47.25,50.673333,1,24.81,0,22.44,0,1,0,0,Current
1035,0,0,2,96.33,0,59.01,56.473333,3,26.13,0,32.88,1,1,1,0,Current
1038,1,1,2,52004.8,0,28.14,25.14,2,5.03,0,23.11,0,2,1,1,Current
1041,0,1,2,53010.8,0,58.87,18.84,4,12.45,0,46.42,4,1,0,0,Current
1042,0,1,0,75004.5,0,58.72,64.8,1,26.52,0,32.19,0,1,1,1,Current
1045,0,1,0,19749.3,0,34.17,60.366667,2,20.22,0,13.94,0,1,1,0,Current
1046,0,0,1,57626.9,1,48.35,43.906667,1,9.38,0,38.96,0,1,1,0,Current
1047,0,1,2,20078,0,15.98,32.846667,1,9.65,0,6.33,0,1,1,1,Current
1048,1,1,2,47902,0,72.31,26.033333,3,17.44,4.94,49.92,1,3,0,0,Current
1053,0,1,1,7545.96,1,200.75,16.753333,2,22.39,0,178.36,0,1,1,0,Cancelled
1059,1,0,0,78851.3,0,29.04,48.373333,3,0.37,0,28.66,0,1,0,0,Current
1060,1,0,1,17540.7,1,36.2,62.786667,1,22.17,0.57,13.45,0,3,1,0,Cancelled
1061,1,1,0,83891.9,1,74.4,61.02,4,28.92,0,45.47,0,2,1,0,Cancelled
1062,1,1,2,28220.8,0,38.95,38.766667,4,26.49,0,12.46,0,1,0,0,Cancelled
1064,1,0,0,28589.1,0,100.28,15.6,1,13.19,0,87.09,0,1,0,0,Cancelled
1066,1,1,2,5237.63,0,78.02,48.753333,3,13.32,8.05,56.64,0,1,1,0,Current
1069,0,0,2,89459.9,0,36.05,53.28,2,11.54,1.61,22.9,0,1,0,0,Cancelled
1072,1,0,1,13576.5,0,40.49,39.426667,4,14.83,0,25.66,0,1,1,0,Cancelled
1073,1,0,0,81710.9,0,36.42,58.54,4,20.95,0,15.46,1,1,0,0,Current
1076,1,1,2,67388,0,96.33,53.12,4,4.79,0.5,91.04,1,1,1,0,Cancelled
1077,1,1,1,57063,1,98.1,52.333333,4,16.79,0,81.3,0,2,1,0,Current
1078,1,1,2,84166.1,0,15.02,54.013333,1,3.28,0,11.74,1,1,1,0,Cancelled
1079,1,0,0,45612.9,0,323.82,14.3,4,12.53,0,311.29,0,1,1,0,Current
1084,1,0,1,7737.94,0,61.9,42.666667,4,11.05,0,50.84,0,1,0,0,Cancelled
1085,0,0,2,120000,0,314.62,42,2,21.37,0,293.24,0,2,1,0,Cancelled
1086,1,1,2,45287.6,1,2.97,29.026667,2,0,0,2.97,0,1,1,0,Current
1087,1,1,2,59613.1,0,175.78,34.32,4,12.37,0,163.41,0,1,1,1,Cancelled
